title,rating,price,promotion,review_num,Brand,link,Manufacturer,Description_comb,Primary Supplement Type_comb,Age Range_comb,Flavor_comb,Unit Count_comb,Benefit_comb,Ingredient_comb,Directions_updt,Diet Type_comb,Item_Form_updt
"Life Extension Homocysteine Resist - For Heart & Brain, Cognitive Health Support Supplement â Vitamin B2, B6 & B12 + Folate - Once-Daily, Non-GMO, Gluten-Free - 60 Vegetarian Capsules",4.5,S$28.92,1 Applicable Promotion,576,Life Extension,https://www.amazon.sg/Life-Extension-Homocysteine-Resist-Gluten-Free/dp/B073JXFDMR/ref=sr_1_129?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-129,,"MAINTAIN ALREADY-HEALTHY LEVELS OF HOMOCYSTEINE - Homocysteine is a natural compound produced by your cells. But over time, it can begin to build up in the bloodstream, affecting cardiovascular health, cognitive function and more. Contains a selection of B vitamins specially formulated to help your body maintain already-healthy levels of homocysteine and to support heart and brain health.A WIDE-SPECTRUM OF HEART AND BRAIN SUPPORT - A B vitamin supplement specially formulated for your heart and brain. It helps your body maintain heart-healthy levels of homocysteine already within normal range. Homocysteine is a natural compound produced by your cells. But as we age, homocysteine can begin to build up in the bloodstream, affecting cardiovascular health, cognitive function and more.PACKS A B-VITAMIN PUNCH - Our Homocysteine Resist is formulated with potent forms of vitamin B, including B2 (riboflavin), B6 (pyridoxal 5â-phosphate), B12 (as methylcobalamin) and folate as L-5-methyltetrahydrofolate (L-5-MTHF). These forms of the vitamin help support a healthy inflammatory response, as well as encourage neurotransmitter synthesis in the brain.INGREDIENTS MATTER - Sourced using only the finest raw ingredients with the purity and potency your body deserves. The majority of our products are non-GMO, gluten-free and manufactured in the USAâand a Certificate of Analysis is available for every product we produce.LIVE YOUR HEALTHIEST LIFE - For over 40 years, weâve been developing advanced, effective formulas made with the highest standards and based on the latest scientific findings. We believe the answers to a healthier, richer life are within reach, and that rigorous scientific research is the path to get us there. Our formulations are created using the ingredients and dosages used in the studies that inspired them, ensuring that maximum bioavailability and efficacy is achieved.",Riboflavin,Adult,Chocolate,60 count,"Heart Health Support;Heart, Cognitive health, Cellular energy production","Ingredients: Riboflavin (vitamin B2) 25 mg 1471%Vitamin B6 (as pyridoxal 5â-phosphate) 100 mg 5000%Folate (as L-5-methyltetrahydrofolate 5000 mcg 1250% calcium salt)Vitamin B12 (as methylcobalamin) 1000 mcg 16667%Other ingredients: microcrystalline cellulose, vegetable cellulose (capsule), stearic acid, silica, rice extract blend.","Directions: Take one (1) capsule daily with food, or as recommended by a healthcare practitioner.",Vegetarian,['capsule']
"COD Liver Oil | 100 Softgels | Natural Source of Omega 3 Fatty Acids | Triple Strength | Best Immune Health, Healthy Bones & Muscles Dietary Supplement |",4.6,S$18.22,1 Applicable Promotion,2974,DR. MARTIN'S NUTRITION,https://www.amazon.sg/Softgels-Natural-Strength-Healthy-Supplement/dp/B072FJ7G2M/ref=sr_1_130?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-130,,"* PREMIUM COD LIVER OIL: Dr. Martinâs Cod Liver Oil supplements made from 100% natural Norwegian fish. We carefully choose only top-quality never frozen fish from the best Nordic sources. We constantly check our raw materials for purity and presence of the harmful element. In addition, we proud to say that our Cod Liver Oil is 100% safe, non-toxic and ecologically clean.* TOP VALUE: 1 Capsule of our Natural Cod Liver Oil contains 415mg of Cod Liver Oil and 37mg of EPA and 36mg of DHA. Our professional chemists created the most innovative and balanced supplement capsule on the market. Our work is the result of the long years of laboratory research and testing. And we can guarantee that our product is the most optimal for all people including children.* * MULTIPLE HEALTH BENEFITS â supports your health, may support joint comfort and may help support inflammation. It can also be helpful for skin problems including non cystic acne.* THIRD PARTY TESTED - Dr. Martinâs Cod Liver Oil is tested for product purity, projected efficacy, ingredient safety, nutritional value, and label accuracy. Our product is tested by completely independent and highly reputable laboratories so you can be sure that you consume the 100% safe dietary supplement.",Vitamin A,Child,,1.00 Count,Bone & Joint Support,,,,['softgel']
"MegaFood, Vitamin D3 1000 IU, Immune and Bone Health Support, Vitamin and Dietary Supplement, Gluten Free, Vegetarian, 90 tablets (90 servings)",4.6,S$69.44,,340,MegaFood,https://www.amazon.sg/MegaFood-Vitamin-Supplement-Vegetarian-servings/dp/B001AG68ZE/ref=sr_1_131?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-131,,"SUPPORTS BONE AND IMMUNE HEALTH: Vitamin D3 1000 IU (25 mcg) aids in healthy bones, hormones and immune function; Maintaining optimal levels may contribute to an overall sense of wellbeingSYNERGISTIC COFACTORS: Delivered with a Nourishing Food and Herb Blend consisting of organic brown rice, organic parsley leaf, organic broccoli, organic carrot and organic beet rootTAKE ANY TIME OF DAY: Take 1 tablet any time of day, even on an empty stomachOBSESSED WITH QUALITY: Non-GMO Project Verified, tested for 125+ herbicides and pesticides, free of gluten, dairy, soy; Certified B Corp; Certified Glyphosate Residue Free; Certified KosherREAL FOOD, REAL AMBITION: We craft premium supplements with real food and enriching nutrients to nourish our world from the roots",,Adult,,90.0 Count,"Calcium Absorption, Healthy Bones","Ingredients: Vitamin D3, S. cerevisiae, Organic Broccoli, Organic Parsley, Organic Carrot, Organic Beet Root, Organic Rice Bran, Plant Cellulose, Vegetable Lubricant, Silica.","Directions: 1 tablet daily. May be taken anytime throughout the day, even on an empty stomach","Vegetarian, Gluten Free, Plant Based;Gluten Free",['tablet']
USANA Vitamin D Dietary Supplement - 84 Count,,S$119.95,1 Applicable Promotion,,USANA,https://www.amazon.sg/USANA-Vitamin-Dietary-Supplement-Count/dp/B00FIYFUU8/ref=sr_1_132?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-132,USANA Health Sciences,Necessary for normal bone mineralization and growthHelps in the development and maintenance of bones and teethHelps in the absorption and use of calcium and phosphorusHelps to prevent vitamin D deficiencyThe current recommendation of 400 IU of vitamin D per day may not be enough to prevent vitamin D deficiency. USANAâS supplement has 2000 IU of vitamin D per tablet.,,,,84 Count,,,,Keto,['tablet']
Supersmart - Annatto Tocotrienols 100 mg Per Day - Antioxidant Supplement - Regulate Fat in The Blood - Natural Active Form of Vitamin E | Non-GMO & Gluten Free - 60 softgels,4,S$50.42,1 Applicable Promotion,32,Supersmart,https://www.amazon.sg/Supersmart-Tocotrienols-Antioxidant-Supplement-Regulate/dp/B00LPJKG3G/ref=sr_1_133?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-133,,"ð¿ WHAT IS IT? Our dietary supplement Annatto Tocotrienols is formulated from an extract of Bixa orellana. Also known as roucou, urucum and achiote, this shrub grows in tropical regions of the Americas, where its spiky red fruits are recognized for their health benefits.â­ï¸ WHY TAKE IT? Known as annattos, these seed-filled fruits have been used for many years in traditional medicine, where they may be recommended for treating insect bites or for protecting against the sun's rays.ð HOW TO TAKE IT? Take 2 softgels a day.ð¬ CONTAIN: DeltaGold, Annato extract (Bixa orellana) standardized to 50% tocotrienols | Other ingredients: rice bran oil.ð 100% SATISFACTION - MONEY BACK GUARANTEE: We want you to be fully Satisfied since 1992! Every order is Guaranteed for 1 year so you can shop with confidence. If you are not satisfied with our product, no questions asked, money-back guarantee. Ping us 24/7 regarding any questions. Supersmart: Innovation and Excellence since 1992! ð",Vitamin E,Adult,,60.0 Count,Antioxidant;Health Supplement,"Ingredients: DeltaGoldÂ®, Annato extract (Bixa orellana) standardized to 50% tocotrienols | Other ingredients: rice bran oil | DeltaGoldÂ® - American River Nutrition, Inc. | Each softgel contains 50â¯mg annatto tocotrienols.",Directions: Take 2 softgels per day,"Gluten Free, Vegan",['softgel']
"YUM-V's Complete Multivitamin and Multimineral Jellies (Gummies) for Teens w/Extra Biotin, Berry Flavor (60 Ct); Chewable Daily Dietary Supplement, Vegan, Kosher, Halal, Gluten Free",4.2,S$124.02,1 Applicable Promotion,266,YUM-V'S,https://www.amazon.sg/Complete-Multivitamin-Multimineral-Chewable-Supplement/dp/B017XZ1R0Q/ref=sr_1_134?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-134,,"MULTIVITAMIN FOR TEENS A daily dietary supplement for teens, YumVs raspberry flavor gummy vitamins are specially formulated with 12 essential vitamins, including Biotin and a range of B Vitamins, to help keep your teens healthy and strong when they need it most.BIOTIN DAILY SUPPLEMENT YumVs Multivitamin for Teens contains the vitamins your teens need during this essential stage of development. Includes Vitamins A, C, D3, and E, as well as Folate, Niacin, Pantothenic Acid and more. Biotin supports healthy hair, skin and nail growth, and B Vitamins are added to help boost energy.NATURAL AND NUTRITIOUS Mouthwatering and delicious raspberry flavored gummies are packed with the nutritional value your teen needs to thrive. Get your daily vitamins in an easy and yummy way! Serving size: Two gummies daily. 60 count per bottle.PREMIUM INGREDIENTS We believe in using high-quality ingredients and maintain a peanut and tree nut-free production facility. Formula is non-GMO, vegetarian, gelatin free, and contains no artificial flavors or colors. Certified Kosher/Halal.RECOMMENDED USE We know staying healthy is hard, that's why at YumVs we've created a process that packs all the nutrients you need into our tasty vitamins. YumVs gummy vitamins are an easy way to incorporate essential vitamins into your daily routine! Great for teens that can't swallow large pills. For boys and girls.",,,Raspberry,60 count,,,,"Gluten Free, Halal, Vegan","['chewables', 'gummy']"
"Consult Health Regenerol Retinol Gummy for Glowing, Youthful Skin Dietary Supplement â Vitamin A â Anti-Aging â Acne â Clear Skin - 60 Count (Pack of 1)",4.1,S$125.71,1 Applicable Promotion,35,Consult Health,https://www.amazon.sg/Consult-Health-Regenerol-Youthful-Supplement/dp/B092MXZWZD/ref=sr_1_135?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-135,Cellmark,"Each serving contains 960mcg Retinyl AcetateFeatures Vitamins A, C, D, E, multiple vitamin Bâs, Folic, Biotin and moreA skin loving RETINOL supplement â in a delicious natural strawberry flavored gummyImproves the texture of the skin and the overall look of the complexion.Each delicious gummy disperses skin loving retinyl acetate all throughout the body to help support normal skin cell turn-over.Made in the USA",,,sweet straberry,,,"Ingredients: Vitamin A (as Retinyl Acetate), Vitamin C (as Ascorbic Acid), Vitamin D3 (as Cholecalciferol), Vitamin E (as D-Alpha Tocopherol Acetate), Vitamin B6 (as Pyridoxine HCL), Folic Acid, Vitamin B12 (as Cyanocobalamin), D-Biotin, Pantothenic Acid (B5), Zinc (Zinc Citrate), Iodine (Potassium Iodine). Other Ingredients: Cane sugar, glucose, water, citrus pectin, citric acid, trisodium citrate, natural colors and flavors",Directions: Take two gummies daily as a dietary supplement,,['gummy']
"NOW Supplements, Methyl Folate 1,000 mcg, Metabolically Active Folate*, Co-Enzyme B Vitamin, 90 Tablets",4.7,S$19.96,1 Applicable Promotion,4900,Now Foods,https://www.amazon.sg/Supplements-Metabolically-Co-Enzyme-Vitamin-Tablets/dp/B01G5EQEWC/ref=sr_1_136?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-136,,"CO-ENZYME B VITAMIN/1,000 mg TABLETS: Methylfolate is the biologically active, naturally occurring form of folate that is used for fundamental body functions like normal cell division and the synthesis of neurotransmitters and DNA.*METABOLICALLY ACTIVE FOLATE*/SUPERIOR BIOAVAILABLITY: Quatrefolic is a patented form of methylfolate that has demonstrated bioavailability superior to that of folate from dietary sources.CERTIFICATIONS/CLASSIFICATIONS: Non-GMO, Vegan/VegetarianGMP Quality Assured: NPA A-rated GMP certification means that every aspect of the NOW manufacturing process has been examined, including our laboratory/testing methods (for stability, potency, and product formulation).Packaged in the USA by a family owned and operated company since 1968",Vitamin B,Adult,,90 count,Metabolism Improvement;Bone,"Ingredients: Folate [1,000 mcg (6S)-5-MTHF**] [from QuatrefolicÂ® (6S)-5-MTHF** Glucosamine Salt] Cellulose, Stearic Acid (vegetable source) and Silica. Not manufactured with wheat, gluten, soy, milk, egg, fish, shellfish or tree nut ingredients. Produced in a GMP facility that processes other ingredients containing these allergens.","Directions: Take 1 tablet daily with a meal. Store in a cool, dry place after opening.","Vegetarian, Vegan",['tablet']
"NOW Supplements, Psyllium Husk Caps 500 mg, Non-GMO Project Verified, Natural Soluble Fiber, Intestinal Health, 500 Veg Capsules",4.6,S$28.84,1 Applicable Promotion,15320,Now Foods,https://www.amazon.sg/Supplements-Psyllium-Verified-Intestinal-Capsules/dp/B0013OW2KS/ref=sr_1_137?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-137,,"Natural Soluble FiberHelps Maintain RegularityDoes not contain yeast, wheat, gluten, soy, corn, milk, egg, fish, shellfish or tree nut ingredientsNon GMO & Kosher certified200 Capsules",multivitamin,,natural,500 Count,Digestive Health Support,"Ingredients: Supplement Facts Serving Size: 3 Veg Capsules Servings Per Container: 66 Description Amount per Serving % Daily Value * Percent Daily Values are based on 2,000 calorie diet.â  Daily Value not established. Caloriesâ â  5 Total Carbohydrate 1.3 g;Vegetarian, Gluten Free, Non GMO, Vegan","Directions: As a dietary supplement, take 3 capsules with an 8 oz. glass of liquid, twice a day. Consider taking this product in combination with NOWÃâÃ Gr8-DophilusÃÂ¢""ÃÂ¢, Triphala and Detox SupportÃÂ¢""ÃÂ¢.",Vegan,['capsule']
"NOW Supplements, Vitamin B-12 5,000 mcg, With Folic Acid, Nervous System Health*, 60 Lozenges",4.7,S$21.99,1 Applicable Promotion,1511,Now Foods,https://www.amazon.sg/Supplements-Vitamin-Nervous-System-Lozenges/dp/B001F0QW2E/ref=sr_1_138?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-138,,"ESSENTIAL FOR ENERGY PRODUCTION*: Vitamin B-12 (cyanocobalamin) is a water soluble vitamin necessary for the maintenance of a healthy nervous system and for the production of energy from fats and proteins.*WITH FOLIC ACID: While B-12 is stored in the liver, dietary sources are of animal origin only (meat and dairy). Therefore, supplementation with B-12 may be especially important for strict vegetarians.CERTIFICATIONS/CLASSIFICATIONS: Kosher, VeganGMP Quality Assured: NPA A-rated GMP certification means that every aspect of the NOW manufacturing process has been examined, including our laboratory/testing methods (for stability, potency, and product formulation).Packaged in the USA by a family owned and operated company since 1968.During the summer months products may arrive warm but Amazon stores and ships products in accordance with manufacturers' recommendations, when provided.",Vitamin B12,Adult,,60 Count,Energy Management;Nerve,Ingredients: Vitamin B-12,"Directions: As a dietary supplement, take one lozenge daily. Chew lozenge or hold in mouth until dissolved. Consider taking this product in combination with NOWÂ® B-Complex, Folic Acid, B-6 and TMG.","Vegetarian, Vegan",['lozenge']
"Garden of Life Dr. Formulated Probiotics Organic Kids+ Plus Vitamin C & D - Berry Cherry - Gluten, Dairy & Soy Free Immune & Digestive Health Supplement, No Added Sugar, 30 Chewables (Shelf Stable)",4.6,S$39.99,1 Applicable Promotion,11721,Garden of Life,https://www.amazon.sg/Garden-Life-Formulated-Probiotics-Organic/dp/B074JLL5KS/ref=sr_1_139?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-139,,"No refrigeration requiredDIGESTION SUPPORT: This 5 billion CFU once daily probiotic supplement contains Lactobacillus acidophilus and Bifidobacterium for digestive healthIMMUNE SUPPORT: 5 billion CFU and 14 Probiotic Strains in one chewable tablet for immune system healthWHOLE FOOD VITAMINS: One a day Tasty Organic Berry Cherry flavor chewable probiotics for kids contain Organic Alma (30 grams) for Vitamin C, Cranberry, and Vitamin D (400IU)PREBIOTIC SUPPLEMENT: This prebiotic and probiotic supplement contains Organic Acacia (A. Senegal) Fiber to help good bacteria thrive",4.96,,Berry Cherry,30 Count,Immune Support,"Ingredients: Vitamin D (as D3) from culture of S. cerevisiae; Kids Probiotic Blend: Lactobacillus acidophilus, Lactobacillus gasseri, Lactobacillus paracasei, Lactobacillus plantarum, Lactobacillus casei, Lactobacillus brevis, Lactobacillus rhamnosus, Lactobacillus salivarius, Lactobacillus bulgaricus, Bifidobacterium lactis, Bifidobacterium breve, Bifidobacterium infantis, Bifidobacterium bifidum, Bifidobacterium longum; Organic Prebiotic Fiber Blend: Organic Acacia Fiber (A. senegal), Organic Whole Cranberry (Vaccinium macrocarpon) (fruit), Organic Emblic (Amla, Phyllanthus emblica) (fruit) Extract. Other Ingredients: Clean Tablet Technologyâ¢ Blend (Organic Dextrose, Organic Sunflower Lecithin, Organic Tapioca Maltodextrin, Organic Palm Oil, Organic Guar Gum), Organic Mixed Berry Flavor, Organic Dark Cherry Flavor. Made without dairy or soy ingredients, peanut, tree nuts or shellfish. Manufactured in a facility that also processes soy, dairy, peanut, tree nuts and shellfish. Contains no carriers, fillers, artificial colors, flavors sweeteners or preservatives.;Acidophilus",Directions: Children 4 years and older chew 1 tablet daily under adult supervision.,Gluten Free,['chewable']
"Golden After 50 VpMax-9 - Vision Support Supplement - 6 Bottles - Eye Health Support and Antioxidant Supplement with Eye Vitamins, Lutein, Lycopene and Bilberry Extract",3.8,S$523.68,1 Applicable Promotion,313,Golden After 50,https://www.amazon.sg/Golden-After-50-VpMax-9-Antioxidant/dp/B09LJFXDXD/ref=sr_1_140?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-140,Golden After 50,"Designed to Support Vision and Eyesight: Don't let anything hold you back from enjoying your vivid and vibrant surroundings with our eye vitamin and antioxidant supplement, VpMax-9. Now you can be sure to enjoy the beauty of the world in the years to come, without the cloudy vision, specks, or floaters imposing on the fun.Antioxidant-Rich Macular Support: Research has shown the connection between oxidative stress and macular degeneration. Thatâs why we developed our VpMax-9 eye formula featuring top-notch antioxidants, vitamins, and compounds. Unlike other eye supplements, VpMax-9 helps reduce oxidative buildup and support blood vessel growth for better oxygen circulation, which is vital in maintaining good eyesight.Research-Backed Ingredients: VpMax-9 contains science-backed ingredients to support ocular health: taurine, quercetin, lutein, vitamin A, zinc, bilberry extract, grape seed extract, and lycopene. VpMax-9 stands out from other eye support supplements with a powerhouse of eyesight-specific antioxidants to help rebuild, strengthen, and protect your eyesâ normal function.100% Natural Vision Health Supplement: Our experts scour the globe searching for the latest and rarest compounds for our macular health formula to attain the highest quality and efficacy.Your Satisfaction Is Our Ultimate Goal: You may have tried a ton of eye health supplements for adults, but weâre confident youâll love VpMax-9. If for any reason youâre dissatisfied, simply contact us at any time during the first 90 days after purchase for a full refund.",,Adult,,,,,,,['capsule']
Good Neighbor Pharmacy Vitamin Health Dietary Supplement E 400 Iu 100 Softgels,,S$136.79,1 Applicable Promotion,,Good Neighbor Pharmacy,https://www.amazon.sg/Good-Neighbor-Pharmacy-Supplement-Softgels/dp/B00M3E6NF2/ref=sr_1_141?dib=eyJ2IjoiMSJ9.dQUQux6RLMAxorV5UO1rl0kGlaGfIcusCZnVZCUaH1hP9MRBp8n2avdVouGqizkOdEwFoBKLb2cXCfqGkOVpSjDWnx6ZYTdJVZpaXTlZRqL6sXWD_SwuTpvJPatJmjdo0Q2PYOteaLMwjiE3XYzX5ZIO0rFs3RNxQgnXsTJohfcVLLYqHRa_VY-GF6HCcNWMhrNM-hM00Z67DOFiiTazV6o-Zur5pg-r_b85EHUUWX9hs-rxL3nSgY7BfmHI39zjYmttew24czhmKwR77Kdnjy9AZKwcxXLq_rTu8uvAnL0.qr3d03rgjxUSdrebU6gPvno51nxGeJhN7vEnNjyxhMg&dib_tag=se&keywords=vitamins+dietary+health+supplement&qid=1721628191&sr=8-141,Good Neighbor Pharmacy,Good Neighbor Pharmacy E 400 IU 100 softgels,,,,,,,,,['softgel']
